MDU,HW_Property Name,Address,RecordID,Zip
F0961,COSTA DEL SOL,"1 Costa Del Sol Boulevard, Doral, FL 33178-2309, USA",000043042,33178
F1657,COUNTRY CLUB ESTATES,"19902 East Country Club Drive, Florida 33180-3101, USA",031433229,33180
F0513,COUNTRY GREENS AT WESTCHESTER,"12467 Country Greens Boulevard, Boynton Beach, FL 33437-2029, USA",012638738,33437
F1559,COUNTRY LAKE,"16300 Country Lake Circle, Delray Beach, FL 33484, USA",024267700,33484
F1114,COUNTYLINE APARTMENTS,"1080 Northeast 215th Street, Florida 33179-1384, USA",004944844,33179
F0494,COURTSIDE VILLAS AT MISSION BA,1000 HOLLAND DR 33487,000594142,33487
F0138,COURTYARD AT BOCA,"7627 Courtyard Run West, Boca Raton, FL 33433, USA",088726891,33433
F0753,COURTYARD DELRAY BEACH,"COURTYARD DELRAY BEACH, Southeast 6th Avenue, Delray Beach, FL 33483, USA",,
F0896,CRANE LANDING,"4091 Del Prado Boulevard North, North Fort Myers, FL 33917, USA",062466757,33917
F0794,CREATIVE VILLAGE,"462 North Terry Avenue, Orlando, FL 32801-1896, USA",067802227,32801
F1369,CREST AT PINECREST,"9600 South Dixie Highway, Florida 33156-2840, USA",098285609,33156
F1805,CROSSWINDS,"1725 Palm Cove Boulevard, Delray Beach, FL 33445-6771, USA",026431218,33445
F0478,CRYSTAL RIVIYERA,"3801 Crystal Lake Drive, Florida 33064-1331, USA",059202018,33064
F1453,CYPRESS REACH AT PALM-AIRE ONE CONDOMINIUM,"4145 Cypress Reach Court, Pompano Beach, FL 33069-6538, USA",063308640,33069
F0876,CYPRESS WOODS GCC,"3525 Northbrooke Drive, Naples, FL 34119-7920, USA",056685267,34119
F0998,Calusa Bay,"6955 Satinleaf Road North, Naples, FL 34109-6101, USA",084356650,34109
F0968,Connemara,"5420 North Ocean Drive, Florida 33404-2543, USA",074685329,33404
F1351,DAYTONA FAIRFIELD INN & SUIT,"DAYTONA FAIRFIELD INN, Checkered Flag Boulevard & SUIT, Daytona Beach, FL 32114, USA",,
F0466,DEAUVILLE LAKE CLUB,"5700 Deauville Circle, Naples, FL 34112, USA",076409675,34112
F1036,DECO GREEN,"1715 North Dixie Highway, Lake Worth Beach, FL 33460-6560, USA",026150231,33460
T1643,DEER PARK APARTMENTS,"1500 South Deer Park Road, Decatur, TX 76234, USA",020628417,76234
F1578,DEER RUN,"17500 Deer Run Boulevard, FL 33470, USA",026954390,33470
F0235,DEERFOOT POINT,"7162 Deerfoot Circle, Jacksonville, FL 32256, USA",086182276,32256
F0360,DELAIRE COUNTRY CLUB,"4645 White Cedar Lane, Delray Beach, FL 33445-7027, USA",067985629,33445
F0631,DELRAY BEACH CLUB APTS,"2000 South Ocean Boulevard, Delray Beach, FL 33483-6436, USA",032026586,33483
F1234,DELRAY HARBOR CLUB - Bulk,"1035 South Federal Highway, Delray Beach, FL 33483-5143, USA",002854639,33483
F1152,DELRAY OAKS,"3119 Southwest 20th Terrace, Delray Beach, FL 33445-7305, USA",051436548,33445
F1198,DELRAY SUMMIT,"1000 Lowry Street, Delray Beach, FL 33483-7039, USA",000598057,33483
F1273,DELRAY VILLAS,"14457 Amapola Way, Delray Beach, FL 33484-2521, USA",019235967,33484
F1504,DELRAY VILLAS PLAT 2,"13290 VÃÂ­a Vulcanus, Delray Beach, FL 33484-1248, USA",015556967,33484
F1649,DIAMEDIX EAST,"2115 North Miami Avenue, Miami, FL 33127-4949, USA",035234624,33127
F1650,DIAMEDIX WEST,"2150 North Miami Avenue, Miami, FL 33127-4905, USA",036127538,33127
F0173,DIAMONDHEAD RESORTS,"DIAMONDHEAD RESORTS, Fort Myers, FL 33931, USA",,
F1375,DIMORA PARK,"2001 Delmos Avenue, Kissimmee, FL 34741, USA",032045383,34741
F0068,DIPLOMAT OCEANFRONT,"3535 South Ocean Drive, Hollywood, FL 33019-2898, USA",056786432,33019
F1363,DISCOVERY VILLAGE AT SARASOTA BAY,"DISCOVERY VILLAGE AT SARASOTA BAY, Bradenton, FL 34207, USA",,
F0829,DISCOVERY VILLAGE SARASOTA - DEVELOPER UNITS,"DISCOVERY VILLAGE SARASOTA - DEVELOPER UNITS, Bradenton, FL 34207, USA",,
F0343,DORAL CAY,"10451 Northwest 58th Street, Doral, FL 33178, USA",003373380,33178
F0130,DOUBLE TREE GRAND HOTEL,"DOUBLE TREE GRAND, North Bayshore Drive HOTEL, Miami, FL 33132, USA",,
F1002,DOUGLAS GRAND,"50 Menores Avenue, Coral Gables, FL 33134-4087, USA",070462610,33134
F1551,DOVE HOLLOW CONDOMINIUM ASSOCIATION,16424 TIMBERLAKES DR 33908,024540288,33908
F1295,DOVES NEST,16472 TIMBERLAKES DR 33908,024612892,33908
F0065,DOWNTOWN DADELAND,"7270 North Kendall Drive, Kendall, FL 33156-7810, USA",086908830,33156
F1205,DRAKE TOWER,"1800 North Andrews Avenue, Fort Lauderdale, FL 33311-3933, USA",027838578,33311
F1493,DUCKWOOD,"6821 Southeast Lillian Court, Stuart, FL 34997-2243, USA",083801025,34997
GA244,DUNHAM MARSH,"340 Sunbury Drive, Richmond Hill, GA 31324, USA",055245130,31324
F0560,EAGLE CREEK,"11 Cypress View Drive, Naples, FL 34113-8014, USA",005596519,34113
F0676,EAGLE POINT,"7504 Eagle Point Drive, Delray Beach, FL 33446-3481, USA",088158664,33446
F1256,"EAGLE'S LANDING",16592 TIMBERLAKES DR 33908,024830689,33908
F1604,EAGLEWOOD,"8520 Southeast Eaglewood Way, Hobe Sound, FL 33455-7601, USA",093487852,33455
N1487,EAST HANOVER,"72 Eagle Rock Avenue, East Hanover, NJ 07936-3151, USA",086360947,07936
F1886,EAST WIND BEACH CLUB,"200 North Ocean Boulevard, Delray Beach, FL 33483-7100, USA",031954639,33483
F1442,EASTPOINT CONDOMINIUM II,"5380 North Ocean Drive, Riviera Beach, FL 33404-2515, USA",074325163,33404
F0706,EASTPOINT HOA,"13560 Eastpointe Boulevard, Palm Beach Gardens, FL 33418-1497, USA",016394372,33418
F1019,EAU PALM BEACH RESORT AND SPA,"EAU PALM BEACH RESORT AND SPA, Manalapan, FL 33462, USA",,
F1308,EDEN ROC MIAMI BEACH (NOBU),"EDEN ROC, Miami Beach, NOBU 33140, USA",,
F0947,EDERA AT COCONUT POINT,"22940 Vista Edera Circle, Estero, FL 33928-8364, USA",038832439,33928
F1555,EDGEWATER ARMS,"3600 Galt Ocean Drive, Fort Lauderdale, FL 33308-7654, USA",057347322,33308
F1443,EDGEWATER COLLECTIVE PHASE 1,"2000 Biscayne Boulevard, Miami, FL 33137-5012, USA",032010058,33137
F0807,EIGHTY SEVEN PARK,"8701 Collins Avenue, Miami Beach, FL 33154-3416, USA",094144050,33154
F1634,ELEMI AT GROVE VILLAGE PHASE I,3333 THOMAS AVE 33133,054580946,33133
F1563,ELEVATE APARTMENTS,"600 East Dania Beach Boulevard, Dania Beach, FL 33004-3162, USA",078257098,33004
F0084,EMERALD ISLES,"4300 San Marino Boulevard, West Palm Beach, FL 33409-7712, USA",065032816,33409
F1086,EMERALD LAKES TOWNHOMES,"5842 Southeast Windsong Lane, Florida 34997-8224, USA",077242907,34997
F1659,EMERALD LAKES UNIT ONE,"7555 Mill Pond Circle, Naples, FL 34109-1702, USA",088403189,34109
F1126,EMERALD LAKES VILLAS,"6363 Southeast Windsong Lane, Florida 34997-8288, USA",081407238,34997
F0861,EMERAUDE,3390 S OCEAN BLVD 33480,055066712,33480
F0734,EMILIA CONDO,481 NE 29TH ST 33137,069101914,33137
F1838,EMPRESS CONDOMINIUM,"9600 South Ocean Drive, Hutchinson Island South, FL 34957-2343, USA",098285683,34957
F1257,ENCLAVE AT VILLAGE WALK,"11662 Savona Way, Orlando, FL 32827, USA",009169545,32827
F0509,ENCLAVE OF NAPLES,4601 GULF SHORE BLVD N 34103,067616706,34103
F1129,ENCLAVE OF WESTCHESTER,6422 WESTCHESTER CLUB DR N 33437,081789342,33437
T1924,ENDEAVOUR,"4821 East Nasa Parkway, Texas 77586-6433, USA",069206848,77586
F0758,ENVY POMPANO BEACH,"475 Southeast 1st Street, Pompano Beach, FL 33060-7571, USA",068717055,33060
F0110,EPIC WEST CONDOS,"200 Biscayne Boulevard Way, Miami, FL 33131-2154, USA",031890492,33131
F1449,ESSEX TOWER CONDO,"340 Sunset Drive, Fort Lauderdale, FL 33301-2652, USA",055245238,33301
F0985,ESTATES AT ACQUALINA NORTH,"17975 Collins Avenue, Sunny Isles Beach, FL 33160-2992, USA",027588597,33160
F0960,ESTATES AT ACQUALINA SOUTH,"17901 Collins Avenue, Sunny Isles Beach, FL 33160-5664, USA",027523959,33160
F0520,EUROPA BY THE SEA CONDO,"1460 South Ocean Boulevard, Florida 33062-2702, USA",019606622,33062
F0566,EVERGLADES CLUB CONDO,"2300 Northeast 33rd Avenue, Fort Lauderdale, FL 33305-1886, USA",039080682,33305
F1107,EVERGRENE,"650 Evergrene Parkway, Palm Beach Gardens, FL 33410-1562, USA",082176907,33410
F0500,EXCELSIOR CONDO,400 S OCEAN BLVD 33432,061142671,33432
F0709,F0709 WYNWOOD 25,"240 Northwest 25th Street, Miami, FL 33127-4341, USA",040767465,33127
F0710,F0710 EASTGATE,"8050 Springtree Road, Florida 33496-5179, USA",090855082,33496
F0711,F0711 GREENLEAF,"18969 Moonwind Drive, Florida 33496, USA",029613501,33496
F0712,F0712 PARKLANE,"8690 Flamingo Drive, Florida 33496-5069, USA",094070700,33496
F0713,F0713 PARKSHORE,"8441 Winding Stream Lane, Florida 33496-5096, USA",093141988,33496
F0714,F0714 SUMMER WINDS,"8030 Whispering Palm Drive, Florida 33496-5134, USA",090698900,33496
F0715,F0715 VANTAGE,"225 Northwest 33rd Lane, Pompano Beach, FL 33069-1381, USA",038236577,33069
F0716,F0716 BOCA GLADES,"8489 Boca Glades Boulevard East, Florida 33434-4060, USA",093273787,33434
F0717,F0717 PALM VILLAS,"F0717 PALM VILLAS, Bay Harbor Islands, FL 33154, USA",,
F0980,FAENA HOTEL (BAZAAR) - CURIO,"FAENA HOTEL (BAZAAR) - CURIO, Miami Beach, FL 33140, USA",,
F0427,FAENA HOUSE,3315 COLLINS AVE 33140,054314232,33140
N1486,FAIR LAWN,"19-00 Pollitt Drive, Fair Lawn, NJ 07410-2817, USA",029789896,07410
F0729,FAIRFIELD INN DORAL,"FAIRFIELD INN DORAL, Northwest 36th Street, Doral, FL 33166, USA",,
F1187,FAIRWAYS AT BONAVENTURE,"16257 Blatt Boulevard, Weston, FL 33326-1496, USA",024138919,33326
F1560,FAIRWAYS OF TAMARAC CONDOMINIUM 1 & 2,"8300 Northwest 61st Street, Tamarac, FL 33321-4200, USA",092458456,33321
F1352,FAIRWIND HOTEL AND S,"FAIRWIND HOTEL AND S, South Drive, Miami Beach, FL 33139, USA",,
F1292,FALCON CREST,"Falcon Crest Court, FORT MYERS, FL 33908, USA",,
F1878,FALLING WATERS II,"FALLING WATERS II, Naples, FL 34112, USA",,
F1201,FIORE,"101 Girasoli Lane, Florida 34275, USA",001227518,34275
F0749,FLAGLER VILLAGE,"421 Northeast 6th Street, Fort Lauderdale, FL 33304-4869, USA",064095341,33304
NC256,FLATS AT MALLARD CREEK,"FLATS AT MALLARD CREEK, Education Way, Charlotte, NC 28262, USA",,
F0531,FLATS LUXURY APT IN CPD,"3550 Northwest 83rd Avenue, Doral, FL 33122-1137, USA",056928995,33122
F1674,"FOREST PARK MASTER PROPERTY OWNERS ASSOCIATION, INC.","4060 Recreation Lane, Naples, FL 34116-7316, USA",062127344,34116
F1315,FOUNTAINBLEAU HOTEL,"FOUNTAINBLEAU HOTEL, Collins Avenue, Miami Beach, FL 33140, USA",,
F0388,FOUNTAINS @ CHAMPION GATE,"801 Roseville Boulevard, Four Corners, FL 33896, USA",090513368,33896
"F2055,F2053,F2052,F2061,F2057,F2054,F2059,F2058,F2060,F2063,F2056,F1116,F0365,F1115,F1969,F2012,F2023,F2035,F1117",FOUNTAINS COUNTRY CLUB,,,33467
F1278,FOUNTAINS EAST ASSISTED LIVING,"6405 Boynton Beach Boulevard, Boynton Beach, FL 33437, USA",081658914,33437
F1632,FOUNTAINS OF RAINBOW LAKES HOA,"5049 Gateway Boulevard, Boynton Beach, FL 33472, USA",071181868,33472
T1700,FOUR LEAF TOWERS,"5100 San Felipe Street, Houston, TX 77056-3600, USA",071829904,77056
"F0101, F0102, F0104",FOUR MIDTOWN MIAMI CONDO,,,33137
F0774,FOUR SEASONS AT DELRAY,"14650 Jetty Lane, Delray Beach, FL 33446, USA",019705799,33446
F0491,FOUR SEASONS AT PARKLAND,"9344 Porto Way, Parkland, FL 33076-4698, USA",097342999,33076
"F1003, F1008",FOUR SEASONS FORT LAUDERDALE,"FOUR SEASONS FORT LAUDERDALE, North Fort Lauderdale Beach Boulevard, Fort Lauderdale, FL 33304, USA",,
F1191,FOUR SEASONS HOTEL MIAMI,"FOUR SEASONS HOTEL MIAMI, Brickell Avenue, Miami, FL 33131, USA",,
F1302,FOUR SEASONS PALM BE,"FOUR SEASONS PALM BE, Palm Beach, FL 33480, USA",,
F0526,FOUR SEASONS SURF CLUB,"FOUR SEASONS SURF CLUB, Collins Avenue, Surfside, FL 33154, USA",,
F0708,FRENCH VILLAGE,"775 Jeffery Street, Boca Raton, FL 33487-4189, USA",089219982,33487
F1592,FRENCHMANS RESERVE,"3350 Grande Corniche, Palm Beach Gardens, FL 33410-1613, USA",054763585,33410
F0151,"FRENCHMEN'S CREEK","13495 Tournament Drive, Palm Beach Gardens, FL 33410-1204, USA",016160724,33410
F0984,Floral Lakes,"15301 Floral Club Road, Delray Beach, FL 33484-4646, USA",021723871,33484
F0162,GABLES MARQUIS,"3232 Coral Way, Miami, FL 33145-3184, USA",053262386,33145
F1424,GABLES POINT I,"4500 Southwest 68th Court, Florida 33155-6810, USA",066825350,33155
F1422,GABLES POINT II,"4515 Southwest 67th Court, Coral Terrace, FL 33155, USA",066987344,33155
F1247,GABLES POINT III,"6870 Southwest 45th Lane, Florida 33155-6830, USA",083982536,33155
F0762,GALE FORT LAUDERDALE HOTEL,"GALE FORT LAUDERDALE, North Birch Road HOTEL, Fort Lauderdale, FL 33304, USA",,
F1339,GALE SOUTH BEACH HOT,"GALE SOUTH BEACH HOT, Miami Beach, FL 33139, USA",,
F0400,GIBRALTAR CONDO,"2350 Southwest 27th Avenue, Miami, FL 33145-3681, USA",040088758,33145
F0692,GIRALDA PLACE,2222 PONCE DE LEON BLVD 33134,037718069,33134
F0418,GLASS 120 OCEAN,"120 Ocean Drive, Miami Beach, FL 33139-7254, USA",010457253,33139
F1010,GOLDEN BEACH SFH,"1 Golden Beach Drive, Golden Beach, FL 33160-2258, USA",000069332,33160
F0569,GOLFVIEW GOLF AND RAQUET CLUB,"14849 Hole in 1 Circle, Florida 33919-2138, USA",020090252,33919
F0759,GOVERNORS POINT,"356 Golfview Road, North Palm Beach, FL 33408-3526, USA",056983495,33408
F0092,GRAN PARADISO,"20061 Galleria Boulevard, FL 34293-1975, USA",032193991,34293
F0633,GRAN PARAISO,"600 Northwest 31st Street, Miami, FL 33127, USA",078280329,33137
F0683,GRAND AT DORAL,"GRAND AT DORAL, Doral, FL 33178, USA",,
F1260,GRAND AT DORAL BUILDING 1 PH 2,"11150 Northwest 82nd Street, Doral, FL 33178-1760, USA",006932448,33178
F1122,GRAND AT DORAL I,"GRAND AT DORAL I, Doral, FL 33178, USA",,
F1310,GRAND BEACH SURFSIDE,"GRAND BEACH SURFSIDE, Collins Avenue, Surfside, FL 33154, USA",,
F0657,GRAND CENTRAL APARTMENTS,"4910 Silver Gate Lane, Fort Myers, FL 33907-1340, USA",069758062,33907
F0368,GRANDE ORCHID,"16530 White Orchid Lane, Delray Beach, FL 33446-4344, USA",024759023,33446
F1414,GRANDVILLE PLACE TOWNHOMES,"14460 Southwest 260th Street, Homestead, FL 33032-6523, USA",019247294,33032
F1428,GREENTREE VILLAS,"4674 Greentree Place, Boynton Beach, FL 33436-4176, USA",068131635,33436
F0483,GROVE @ GRAND BAY,"2675 South Bayshore Drive, Miami, FL 33133-5463, USA",044892321,33133
F1426,GROVE CENTRAL,"2800 Southwest 27th Terrace, Miami, FL 33133-3066, USA",046506953,33133
F1346,GROVE ISLE,"10250 Utopia Circle West, Boynton Beach, FL 33437-5537, USA",002327359,33437
F0481,GROVE RESORT AND SPA(HOTEL),"AND SPA(HOTEL, Grove Resort Avenue, WINTER GARDEN, FL 34787, USA",,
F0450,GROVE ST TOWER,"2700 Southwest 27th Avenue, Miami, FL 33133-3027, USA",045236471,33133
F0213,GROVENOR HOUSE,"2627 South Bayshore Drive, Miami, FL 33133-5438, USA",044373345,33133
F1357,GUILDFORD AT CENTURY VILLAGE,"1070 Guilford Drive, Florida 33434, USA",004535362,33434
F0883,GULF BREEZE AT VANDERBILT,"21 Bluebill Avenue, Naples, FL 34108-1755, USA",034494157,34108
F1379,Grand Bay Tower Condominium,"430 Grand Bay Drive, Key Biscayne, FL 33149-1918, USA",064994890,33149
F0986,Greenbriar at Indian Creek,"401 Maplewood Drive, Jupiter, FL 33458-5849, USA",061324630,33458
F0944,Gulf Bay Apartments,2800 GULF SHORE BLVD N 34103,046497942,34103
F1615,HALF MOON BAY CONDOMINIUM,"7020/7030 Half Moon Circle, Hypoluxo, FL 33462, USA",085023519,33462
F0615,HALLENDALE ART SQUARE,"301 North Federal Highway, Hallandale Beach, FL 33009, USA",049358111,33009
F0534,HAMPTON BEACH CLUB,"1800 South Ocean Boulevard, FL 33062-7922, USA",027844381,33062
F0601,HAMPTON INN & SUITES MIA,"HAMPTON INN & SUITES MIA, Miami, FL 33142, USA",,
F1336,HAMPTON INN AND SUITES MIAMI,"HAMPTON INN AND SUITES MIAMI, Southwest 12th Street, Miami, FL 33130, USA",,
F1094,HARBOR CHASE OF BOYNTON,"11824 South Military Trail, Boynton Beach, FL 33436, USA",009748690,33436
F1429,HARBORAGE YACHT CLUB,"955 Northwest Flagler Avenue, Stuart, FL 34994-1063, USA",098127604,34994
F0738,HARBORSIDE GARDENS,"3400 Gulf Shore Boulevard North, Naples, FL 34103-3688, USA",055257538,34103
F0942,HARBORSIDE WEST,"3410 Gulf Shore Boulevard North, Naples, FL 34103-3632, USA",055423436,34103
F1743,HARBORVIEW,"HARBORVIEW, Fisher Island, FL 33109, USA",,
F0748,HARBOUR COVE CLUB,"3000 Gulf Shore Boulevard North, Naples, FL 34103-3908, USA",049134618,34103
F0186,HARBOUR HOUSE,"10275 Collins Avenue, Bal Harbour, FL 33154-1417, USA",002397095,33154
F0722,HARBOUR HOUSE WPB,"2295 South Ocean Boulevard, Palm Beach, FL 33480-5357, USA",038838160,33480
F1070,HARBOUR ISLE AT HUTCHINSON ISLAND EAST,"6A Harbour Isle Drive East, Fort Pierce, FL 34949-2735, USA",084457858,34949
F1071,HARBOUR ISLE AT HUTCHINSON ISLAND WEST,"14A Harbour Isle Drive West, Fort Pierce, FL 34949-2752, USA",020322061,34949
F0486,HARBOUR LIGHTS,390 HARBOUR DR 34103,060035896,34103
F0707,HARBOUR OAKS,"2500 San Pietro Circle, Palm Beach Gardens, FL 33410-2974, USA",042404646,33410
F0473,HARBOUR RIDGE,"12600 Harbour Ridge Boulevard, Palm City, FL 34990-8007, USA",013131220,34990
F1622,HARBOUR VILLAGE,"4622 Links Village Drive, Ponce Inlet, FL 32127-8062, USA",067828865,32127
F1089,HARBOURAGE PLACE,3055 HARBOR DR 33316,050262702,33316
F1496,HARRINGTON LAKE,"725 Harrington Lake Drive South, Florida 34293-4235, USA",086792096,34293
GA381,HAVEN AT AVALON,"2800 Old Milton Parkway, Alpharetta, GA 30009-2201, USA",046502898,30009
F1637,HAWKS LANDING POA,"500 Hawks Landing Circle, Plantation, FL 33324-8241, USA",070533934,33324
F1799,HEMINGWAY AT DEERFIELD BEACH,120 SE 19TH AVE 33441,010482049,33441
F0611,HERITAGE BAY,"10154 Heritage Bay Boulevard, FL 34120-4624, USA",001695707,34120
F0823,HERITAGE COVE,"14041 Brant Point Circle, Fort Myers, FL 33919-7364, USA",017813521,33919
F1491,HERITAGE POINTE,"9010 Pointe Club Drive, Fort Myers, FL 33908-5710, USA",095464683,33908
F1596,HERON CREEK COMMUNITY ASSOCIATION,"5301 Heron Creek Boulevard, North Port, FL 34287-2342, USA",073750270,34287
F0231,HERON ISLE,96059 HERON ISLE PKWY 30297,098303453,30297
F0191,HERONS LANDING,"13819 Herons Landing Way, Jacksonville, FL 32224-6025, USA",017018777,32224
F1212,HICKORY SHORES,26236 HICKORY BLVD 34134,044324371,34134
F1513,HIDDEN BAY NEIGHBORHOOD,"249 Hidden Bay Drive, Osprey, FL 34229-8845, USA",042108336,34229
F1691,HIDDEN LAKE VILLAS,"788 Park Shore Drive, Naples, FL 34103-3723, USA",089699781,34103
F1793,HIDDEN WOODS OF DEER CREEK,"HIDDEN WOODS OF DEER CREEK, Deerfield Beach, FL 33442, USA",,
F0661,HIGH POINT AT DELRAY WEST,"5230 Lakefront Boulevard, Florida 33484-2620, USA",073205796,33484
F0269,HIGH POINT CONDOS SEC 1,"204 Manatee Lane, Fort Pierce, FL 34982-6779, USA",033245048,34982
F0270,HIGH POINT CONDOS SEC 2,"723 High Point Boulevard, Fort Pierce, FL 34982-6835, USA",086671233,34982
F0271,HIGH POINT CONDOS SEC 3,"724 High Point Boulevard, Fort Pierce, FL 34982-6884, USA",086731875,34982
N1269,HIGHLANDS INN LODGE,"HIGHLANDS INN, Lodge Lane, Highlands, NC 28741, USA",,
N1305,HIGHLANDS MOUNTAIN CLUB,"1543 Dillard Road, Highlands, NC 28741, USA",022026586,28741
F1813,HIGHLANDS PLACE CONDOMINIUM,2901 S OCEAN BLVD 33487,047721670,33487
F1373,HILLCREST EAST #24,"4200 Hillcrest Drive, Hollywood, FL 33021-7977, USA",063956485,33021
F1101,HILLCREST EAST #27,"3850 Washington Street, Hollywood, FL 33021-7300, USA",059700386,33021
F1415,HILLCREST EAST 26,"4001 Hillcrest Drive, Hollywood, FL 33021-7960, USA",061182033,33021
F1297,HILLCREST EAST NO.25,"3800 Hillcrest Drive, Hollywood, FL 33021-7976, USA",059189513,33021
F1046,HILLSBORO IMPERIAL,"1199 Hillsboro Mile, Hillsboro Beach, FL 33062-1532, USA",010151741,33062
F1367,HILTON CABANA MIAMI BEACH,"HILTON CABANA MIAMI BEACH, Collins Avenue, Miami Beach, FL 33140, USA",,
F0449,HILTON GARDEN INN (ROYAL POLO),"HILTON GARDEN INN (ROYAL POLO, Miami Beach, FL 33140, USA",,
F0723,HILTON GARDEN INN BRICKELL,"HILTON GARDEN INN BRICKELL, Brickell Avenue, Miami, FL 33129, USA",,
F0899,HILTON HOTEL AVENTURA,"HILTON HOTEL AVENTURA, Northeast 191st Street, Aventura, FL 33180, USA",,
GA934,HOLBROOK AT SUGAR HILL (ALF),"HOLBROOK AT SUGAR HILL (ALF, Castleberry Hills, Sugar Hill, GA 30518, USA",,
GA935,HOLBROOK AT SUGAR HILL (MC),"HOLBROOK AT SUGAR HILL (MC, Sugar Hill, GA 30518, USA",,
F0172,HOLIDAY INN MIAMI INTERNATIONAL,"HOLIDAY INN MIAMI INTERNATIONAL, South Royal Poinciana Boulevard, Miami Springs, FL 33166, USA",,
F0572,HOLLYWOOD CIRCLE,"1740 Polk Street, Hollywood, FL 33020-4611, USA",026757026,33020
F1834,HOLLYWOOD OAKS,"4220 North 58th Avenue, Hollywood, FL 33021-1536, USA",064259767,33021
F1714,HOMELAND POA,"HOMELAND POA, Homeland Road, Wellington, FL 33449, USA",,
F0940,HOTEL DELLO,"HOTEL DELLO, South Federal Highway, Dania Beach, FL 33004, USA",,
F0921,HOTEL SERENA,"HOTEL SERENA, Aventura, Northeast 214th Street, Aventura, FL 33180, USA",,
F0617,HUNTERS RUN,"3700 Clubhouse Lane, Boynton Beach, FL 33436-6217, USA",058280308,33436
F0839,HUNTINGTON LAKES,"6398 Huntington Lakes Circle, Naples, FL 34119-8970, USA",081526926,34119
F0863,HUNTINGTON POINTE 1 CONDO,"6251 North Oriole Boulevard, Delray Beach, FL 33484-1840, USA",080683980,33484
F1374,HUNTINGTON VILLAGE,"21 Heron Wing Drive, Ormond Beach, FL 32174-0001, USA",034541686,32174
F1341,HUTCHINSON HOUSE,"1550 Northeast Ocean Boulevard, Stuart, FL 34996-1568, USA",022198816,34996
F0746,HUTCHINSON ISLAND CLUB,"10410 South Ocean Drive, Hutchinson Island South, FL 34957-2568, USA",003230116,34957
F0812,HYATT CENTRIC,"HYATT CENTRIC, Fort Lauderdale, East Las Olas Boulevard, Fort Lauderdale, FL 33301, USA",,
F0957,HYATT PLACE DELRAY BEACH,"HYATT PLACE DELRAY BEACH, Northeast 2nd Avenue, Delray Beach, FL 33444, USA",,
F1320,HYATT REGENCY COCONUT POINT RESORT AND SPA,"HYATT REGENCY COCONUT POINT RESORT AND SPA, Coconut Road, Bonita Springs, FL 34134, USA",,
F0786,HYDE BEACH HOUSE,"4000 South Ocean Drive, Hollywood, FL 33019-3010, USA",061172268,33019
F0795,HYDE BEACH HOUSE RESIDENTIAL,"4010 South Ocean Drive, Hollywood, FL 33019-3063, USA",061382501,33019
"F0595, F0596",HYDE RESIDENCES MIDTOWN,,,33127
"F0522, F0528",HYDE RESORT AND RES (MDU),"HYDE RESORT AND RES (MDU, Hollywood, FL 33019, USA",,
F1358,HYTHE AT CENTURY VILLAGE,"4027 Hythe B, Florida 33434-4606, USA",061618267,33434
F0939,Highland Towers,"2921 South Ocean Boulevard, Highland Beach, FL 33487-1863, USA",048049183,33487
F1538,I5 WYNWOOD,"51 Northwest 28th Street, Miami, FL 33127-4642, USA",071719829,33127
F0395,IBIS COVE,"8120 Logan Way, Naples, FL 34119-7753, USA",091390949,34119
F0377,ICON BAY,"460 Northeast 28th Street, Miami, FL 33137-5091, USA",067589836,33137
F0184,ICON BRICKELL 1,"475 Brickell Avenue, Miami, FL 33131-2498, USA",068702644,33131
F0915,ICON BRICKELL 2,"495 Brickell Avenue, Miami, FL 33131-2769, USA",069999283,33131
"F0364, F0588",ICON BRICKELL 3,,,33131
F0594,ICON LAS OLAS,"500 East Las Olas Boulevard, Fort Lauderdale, FL 33301-2571, USA",070525851,33301
F1210,ICON MARINA VILLAGE,"4444 North Flagler Drive, West Palm Beach, FL 33407-3992, USA",066389901,33407
F0796,ICON ONE DAYTONA,"235 Highbanks Boulevard, Daytona Beach, FL 32114-1258, USA",040046360,32114
F1584,IL LUGANO RESIDENCES,3333 NE 32ND AVE 33308,054578593,33308
F1603,INDIAN SPRINGS,"5995 Bannock Terrace, Boynton Beach, FL 33437-1447, USA",077926978,33437
F1068,INDIGO LAKES,"14875 Indigo Lakes Circle, Naples, FL 34119-4822, USA",020122716,34119
F1608,INFINITY AT BRICKELL,"60 Southwest 13th Street, Miami, FL 33130-4328, USA",078229385,33130
F1887,INLET WATERS,"Inlet Waters Circle, Jupiter, FL 33477, USA",,
F0660,"INT'L CLUB VILLAGES OF ORIOLE","14896 Bal Moral Lane, Delray Beach, FL 33446-1389, USA",020141456,33446
F1311,INTERCONTINENTAL DORAL,"INTERCONTINENTAL DORAL, Northwest 87th Avenue, Doral, FL 33172, USA",,
F1744,INVERRARY GARDENS CONDO I,"INVERRARY GARDENS CONDO I, Lauderhill, FL 33319, USA",,
F0898,ISES AT WESTON,"4005 Isles At Weston Avenue, Weston, FL 33332-2476, USA",061227721,33332
F1095,ISLAND CLUB 1,"740 South Federal Highway, Pompano Beach, FL 33062-5967, USA",087624749,33062
F1098,ISLAND CLUB THREE,"ISLAND CLUB THREE, Pompano Beach, FL 33062, USA",,
